matrix_id,year,row_position,row_code,row_description,row_type,column_position,column_code,column_description,column_type,value
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,20,313TT,Textile mills and textile product mills,Industry,0.0101118
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,21,315AL,Apparel and leather and allied products,Industry,0.0045503
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,22,322,Paper products,Industry,0.0106833
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,23,323,Printing and related support activities,Industry,0.0294959
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,24,324,Petroleum and coal products,Industry,0.0000866
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,25,325,Chemical products,Industry,0.0010896
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,26,326,Plastics and rubber products,Industry,0.0122122
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,27,42,Wholesale trade,Industry,0.0456220
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,28,441,Motor vehicle and parts dealers,Industry,0.0711150
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,29,445,Food and beverage stores,Industry,0.1105877
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,30,452,General merchandise stores,Industry,0.0682804
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,31,4A0,Other retail,Industry,0.1039602
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,32,481,Air transportation,Industry,0.0018935
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,33,482,Rail transportation,Industry,0.0022551
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,34,483,Water transportation,Industry,0.0203873
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,35,484,Truck transportation,Industry,0.0227096
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,36,485,Transit and ground passenger transportation,Industry,0.0371022
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,37,486,Pipeline transportation,Industry,0.0086518
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,38,487OS,Other transportation and support activities,Industry,0.0227593
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,39,493,Warehousing and storage,Industry,0.0630628
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,40,511,"Publishing industries, except internet (includes software)",Industry,0.0207696
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,41,512,Motion picture and sound recording industries,Industry,0.0262897
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,42,513,Broadcasting and telecommunications,Industry,0.0478202
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,43,514,"Data processing, internet publishing, and other information services",Industry,0.0242406
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,44,521CI,"Federal Reserve banks, credit intermediation, and related activities",Industry,0.0242238
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,45,523,"Securities, commodity contracts, and investments",Industry,0.0610359
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,46,524,Insurance carriers and related activities,Industry,0.0204779
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,47,525,"Funds, trusts, and other financial vehicles",Industry,0.0046082
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,48,HS,Housing,Industry,0.0019846
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,49,ORE,Other real estate,Industry,0.1148841
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,50,532RL,Rental and leasing services and lessors of intangible assets,Industry,0.0357653
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,51,5411,Legal services,Industry,0.0491919
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,52,5415,Computer systems design and related services,Industry,0.0139927
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,53,5412OP,"Miscellaneous professional, scientific, and technical services",Industry,0.0508452
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,54,55,Management of companies and enterprises,Industry,0.0633009
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,55,561,Administrative and support services,Industry,0.0275311
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,56,562,Waste management and remediation services,Industry,0.0300201
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,57,61,Educational services,Industry,0.0921970
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,58,621,Ambulatory health care services,Industry,0.0488911
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,59,622,Hospitals,Industry,0.0926008
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,60,623,Nursing and residential care facilities,Industry,0.1188020
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,61,624,Social assistance,Industry,0.0589109
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,62,711AS,"Performing arts, spectator sports, museums, and related activities",Industry,0.0664280
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,63,713,"Amusements, gambling, and recreation industries",Industry,0.1210090
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,64,721,Accommodation,Industry,0.0295467
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,65,722,Food services and drinking places,Industry,0.0652943
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,66,81,"Other services, except government",Industry,0.1030220
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,67,GFGD,Federal general government (defense),Industry,0.0009593
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,68,GFGN,Federal general government (nondefense),Industry,0.0202277
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,69,GFE,Federal government enterprises,Industry,0.0093932
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,70,GSLG,State and local general government,Industry,0.0052986
commodity_by_industry_direct,2024,49,ORE,Other real estate,Commodity,71,GSLE,State and local government enterprises,Industry,0.0075590
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,1,111CA,Farms,Industry,0.0053947
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,2,113FF,"Forestry, fishing, and related activities",Industry,0.0012064
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,3,211,Oil and gas extraction,Industry,0.0113250
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,4,212,"Mining, except oil and gas",Industry,0.0235051
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,5,213,Support activities for mining,Industry,0.0246127
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,6,22,Utilities,Industry,0.0039906
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,7,23,Construction,Industry,0.0157516
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,8,321,Wood products,Industry,0.0023940
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,9,327,Nonmetallic mineral products,Industry,0.0076797
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,10,331,Primary metals,Industry,0.0038758
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,11,332,Fabricated metal products,Industry,0.0069380
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,12,333,Machinery,Industry,0.0044508
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,13,334,Computer and electronic products,Industry,0.0018345
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,14,335,"Electrical equipment, appliances, and components",Industry,0.0054959
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Industry,0.0121762
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,16,3364OT,Other transportation equipment,Industry,0.0031424
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,17,337,Furniture and related products,Industry,0.0040256
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,18,339,Miscellaneous manufacturing,Industry,0.0066255
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,19,311FT,Food and beverage and tobacco products,Industry,0.0044759
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,20,313TT,Textile mills and textile product mills,Industry,0.0017696
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,21,315AL,Apparel and leather and allied products,Industry,0.1146268
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,22,322,Paper products,Industry,0.0077877
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,23,323,Printing and related support activities,Industry,0.0068463
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,24,324,Petroleum and coal products,Industry,0.0010477
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,25,325,Chemical products,Industry,0.0054127
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,26,326,Plastics and rubber products,Industry,0.0052794
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,27,42,Wholesale trade,Industry,0.0172658
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,28,441,Motor vehicle and parts dealers,Industry,0.0039956
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,29,445,Food and beverage stores,Industry,0.0065551
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,30,452,General merchandise stores,Industry,0.0173353
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,31,4A0,Other retail,Industry,0.0080573
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,32,481,Air transportation,Industry,0.0558185
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,33,482,Rail transportation,Industry,0.0975913
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,34,483,Water transportation,Industry,0.1577947
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,35,484,Truck transportation,Industry,0.0583037
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,36,485,Transit and ground passenger transportation,Industry,0.0136652
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,37,486,Pipeline transportation,Industry,0.0008698
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,38,487OS,Other transportation and support activities,Industry,0.0075826
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,39,493,Warehousing and storage,Industry,0.0060026
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,40,511,"Publishing industries, except internet (includes software)",Industry,0.0055350
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,41,512,Motion picture and sound recording industries,Industry,0.0057312
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,42,513,Broadcasting and telecommunications,Industry,0.0124203
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,43,514,"Data processing, internet publishing, and other information services",Industry,0.0267572
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,44,521CI,"Federal Reserve banks, credit intermediation, and related activities",Industry,0.0037526
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,45,523,"Securities, commodity contracts, and investments",Industry,0.0167029
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,46,524,Insurance carriers and related activities,Industry,0.0020054
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,47,525,"Funds, trusts, and other financial vehicles",Industry,0.0001219
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,48,HS,Housing,Industry,0.0020992
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,49,ORE,Other real estate,Industry,0.0024819
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,50,532RL,Rental and leasing services and lessors of intangible assets,Industry,0.0384820
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,51,5411,Legal services,Industry,0.0060881
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,52,5415,Computer systems design and related services,Industry,0.0068178
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,53,5412OP,"Miscellaneous professional, scientific, and technical services",Industry,0.0097822
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,54,55,Management of companies and enterprises,Industry,0.0477967
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,55,561,Administrative and support services,Industry,0.0093405
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,56,562,Waste management and remediation services,Industry,0.0209578
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,57,61,Educational services,Industry,0.0045389
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,58,621,Ambulatory health care services,Industry,0.0051374
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,59,622,Hospitals,Industry,0.0041386
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,60,623,Nursing and residential care facilities,Industry,0.0018206
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,61,624,Social assistance,Industry,0.0024420
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,62,711AS,"Performing arts, spectator sports, museums, and related activities",Industry,0.0151207
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,63,713,"Amusements, gambling, and recreation industries",Industry,0.0152546
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,64,721,Accommodation,Industry,0.0067007
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,65,722,Food services and drinking places,Industry,0.0270566
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,66,81,"Other services, except government",Industry,0.0026217
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,67,GFGD,Federal general government (defense),Industry,0.0008543
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,68,GFGN,Federal general government (nondefense),Industry,0.0006541
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,69,GFE,Federal government enterprises,Industry,0.0016733
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,70,GSLG,State and local general government,Industry,0.0040993
commodity_by_industry_direct,2024,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,71,GSLE,State and local government enterprises,Industry,0.0033008
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,1,111CA,Farms,Industry,0.0009313
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,2,113FF,"Forestry, fishing, and related activities",Industry,0.0009886
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,3,211,Oil and gas extraction,Industry,0.0021655
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,4,212,"Mining, except oil and gas",Industry,0.0049198
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,5,213,Support activities for mining,Industry,0.0019993
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,6,22,Utilities,Industry,0.0087810
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,7,23,Construction,Industry,0.0045784
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,8,321,Wood products,Industry,0.0039643
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,9,327,Nonmetallic mineral products,Industry,0.0035131
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,10,331,Primary metals,Industry,0.0031699
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,11,332,Fabricated metal products,Industry,0.0050505
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,12,333,Machinery,Industry,0.0022358
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,13,334,Computer and electronic products,Industry,0.0010066
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,14,335,"Electrical equipment, appliances, and components",Industry,0.0008661
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Industry,0.0017391
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,16,3364OT,Other transportation equipment,Industry,0.0013758
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,17,337,Furniture and related products,Industry,0.0040503
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,18,339,Miscellaneous manufacturing,Industry,0.0065213
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,19,311FT,Food and beverage and tobacco products,Industry,0.0011576
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,20,313TT,Textile mills and textile product mills,Industry,0.0027113
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,21,315AL,Apparel and leather and allied products,Industry,0.0039430
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,22,322,Paper products,Industry,0.0044442
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,23,323,Printing and related support activities,Industry,0.0051292
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,24,324,Petroleum and coal products,Industry,0.0003051
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,25,325,Chemical products,Industry,0.0009849
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,26,326,Plastics and rubber products,Industry,0.0044245
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,27,42,Wholesale trade,Industry,0.0079176
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,28,441,Motor vehicle and parts dealers,Industry,0.0023690
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,29,445,Food and beverage stores,Industry,0.0025258
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,30,452,General merchandise stores,Industry,0.0021509
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,31,4A0,Other retail,Industry,0.0040522
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,32,481,Air transportation,Industry,0.0010420
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,33,482,Rail transportation,Industry,0.0114634
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,34,483,Water transportation,Industry,0.0033517
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,35,484,Truck transportation,Industry,0.0006662
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,36,485,Transit and ground passenger transportation,Industry,0.0028828
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,37,486,Pipeline transportation,Industry,0.0012432
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,38,487OS,Other transportation and support activities,Industry,0.0017149
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,39,493,Warehousing and storage,Industry,0.0020954
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,40,511,"Publishing industries, except internet (includes software)",Industry,0.0087237
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,41,512,Motion picture and sound recording industries,Industry,0.0059693
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,42,513,Broadcasting and telecommunications,Industry,0.0035164
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,43,514,"Data processing, internet publishing, and other information services",Industry,0.0116921
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,44,521CI,"Federal Reserve banks, credit intermediation, and related activities",Industry,0.0055816
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,45,523,"Securities, commodity contracts, and investments",Industry,0.0200938
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,46,524,Insurance carriers and related activities,Industry,0.0105045
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,47,525,"Funds, trusts, and other financial vehicles",Industry,0.0103518
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,48,HS,Housing,Industry,0.0008406
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,49,ORE,Other real estate,Industry,0.0075328
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,50,532RL,Rental and leasing services and lessors of intangible assets,Industry,0.0023865
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,51,5411,Legal services,Industry,0.0070566
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,52,5415,Computer systems design and related services,Industry,0.0057913
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,53,5412OP,"Miscellaneous professional, scientific, and technical services",Industry,0.0165987
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,54,55,Management of companies and enterprises,Industry,0.0154924
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,55,561,Administrative and support services,Industry,0.0066897
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,56,562,Waste management and remediation services,Industry,0.0039773
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,57,61,Educational services,Industry,0.0012955
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,58,621,Ambulatory health care services,Industry,0.0043220
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,59,622,Hospitals,Industry,0.0190564
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,60,623,Nursing and residential care facilities,Industry,0.0063378
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,61,624,Social assistance,Industry,0.0032656
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,62,711AS,"Performing arts, spectator sports, museums, and related activities",Industry,0.0123746
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,63,713,"Amusements, gambling, and recreation industries",Industry,0.0143220
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,64,721,Accommodation,Industry,0.0022963
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,65,722,Food services and drinking places,Industry,0.0027207
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,66,81,"Other services, except government",Industry,0.0072156
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,67,GFGD,Federal general government (defense),Industry,0.0000000
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,68,GFGN,Federal general government (nondefense),Industry,0.0003561
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,69,GFE,Federal government enterprises,Industry,0.0007294
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,70,GSLG,State and local general government,Industry,0.0071793
commodity_by_industry_direct,2024,51,5411,Legal services,Commodity,71,GSLE,State and local government enterprises,Industry,0.0050199
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,1,111CA,Farms,Industry,0.0009495
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,2,113FF,"Forestry, fishing, and related activities",Industry,0.0003140
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,3,211,Oil and gas extraction,Industry,0.0157154
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,4,212,"Mining, except oil and gas",Industry,0.0052785
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,5,213,Support activities for mining,Industry,0.0004766
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,6,22,Utilities,Industry,0.0033038
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,7,23,Construction,Industry,0.0036341
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,8,321,Wood products,Industry,0.0022405
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,9,327,Nonmetallic mineral products,Industry,0.0024255
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,10,331,Primary metals,Industry,0.0011920
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,11,332,Fabricated metal products,Industry,0.0042661
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,12,333,Machinery,Industry,0.0043258
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,13,334,Computer and electronic products,Industry,0.0009968
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,14,335,"Electrical equipment, appliances, and components",Industry,0.0008645
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Industry,0.0008155
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,16,3364OT,Other transportation equipment,Industry,0.0047508
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,17,337,Furniture and related products,Industry,0.0028162
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,18,339,Miscellaneous manufacturing,Industry,0.0022844
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,19,311FT,Food and beverage and tobacco products,Industry,0.0011810
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,20,313TT,Textile mills and textile product mills,Industry,0.0013896
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,21,315AL,Apparel and leather and allied products,Industry,0.0007780
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,22,322,Paper products,Industry,0.0016712
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,23,323,Printing and related support activities,Industry,0.0042896
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,24,324,Petroleum and coal products,Industry,0.0004343
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,25,325,Chemical products,Industry,0.0003512
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,26,326,Plastics and rubber products,Industry,0.0017906
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,27,42,Wholesale trade,Industry,0.0083170
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,28,441,Motor vehicle and parts dealers,Industry,0.0129531
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,29,445,Food and beverage stores,Industry,0.0028059
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,30,452,General merchandise stores,Industry,0.0046923
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,31,4A0,Other retail,Industry,0.0046558
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,32,481,Air transportation,Industry,0.0011898
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,33,482,Rail transportation,Industry,0.0132221
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,34,483,Water transportation,Industry,0.0005398
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,35,484,Truck transportation,Industry,0.0014838
commodity_by_industry_direct,2024,52,5415,Computer systems design and related services,Commodity,36,485,Transit and ground passenger transportation,Industry,0.0015634
